loan_number,application_date,lock_date,note_rate,LTV,CLTV,DTI,FICO,UW_system,funded_date,action_date,file_status,loan_program
10016939,Sep 10 2023,Sep 13 2023,0.0756,82.75%,86.94, 47.1 ,823, LPA ,10-31-2023,NULL, Funded ,VA
10014369,03-13-2023,04-22-2023, 7.9 , 86.4 ,89.85, 34.6 ,754,du,,05/02/23,Withdraw,Conventional 30YR
10037273,May 28 2025,2025-06-09,5.15, 54.5 ,0.573,51.53,742,du,,2025-08-02,NULL,30 Year Conventional
10005664,20250301,04-05-2025,6.9,74.72%,84.466%,0.3293,715,DESKTOP UNDERWRITER,05-24-2025,NA,FUNDED,30 Year Conventional
10022253,Feb 13 2024,20240227,0.0596,0.9432,105.51%,59.73,749,DESKTOP UNDERWRITER,NULL,03-06-2024,Declined,FHA
10009100,None,02/23/2025, 7.2 ,60.71,75.432%,37.45,733,Loan Prospector,20250419,NA,funded,30 Year Conventional
10045576,07/28/25,08/17/25, 6.6 ,84.133%,88.699%,0.3566,751,Loan Prospector,2025-09-07,,Fund,FHA
10038794,Sep 09 2024,10/07/2024,6.59%,84.6,0.8902,0.3425,744, DU ,12/04/24,,NULL,Conv 15
10032043,03/26/2026,04-29-2026,7.00%,98.07,99.974%, 30.6 ,673,manual underwriting,2026-06-11,NULL,FUNDED,CONV30
10036386,Jan 23 2024,20240223,0.0557,84.15,78.98%,34.92,840,MANUAL UW,20240411,,FUNDED,Conv 30
10041986,04/05/2024,04-06-2024,6.18,86.71%,95.41,23.16,811,Loan Prospector,20240503,, Funded ,15yr fixed
10011810,Mar 01 2026,20260307,4.4,70.16, 76.1 ,37.56%,737,MANUAL UW,,04-03-2026,Cancelled,30yr fixed
10040012,2025-01-18,2025-03-03,5.97,0.8627,88.087%,60.61,771,Desktop Underwriter,Apr 28 2025,NA, Funded ,Conv 30yr
10028508,08/30/2024,2024-10-10,5.1, 69.3 ,70.94%, 45.7 ,739, DU ,01/03/2025,,FUNDED,Conv 30
10028020,2023-01-26,NULL,5.38%, 77.7 ,78.81,0.4563,738,LPA,2023-02-26,N/A,Funded,Conv 30
10008779,2026-05-17,05/22/26,7.35%,65.58,0.6616,15.15,807,LP,08/13/26,, Funded ,VA 30YR
10001956,12-19-2025,2026-02-01,6.37,73.511%,71.55%, 32.0 ,741,D.U.,03/26/26,NULL,Funded,15yr fixed
10028097,11-01-2023,Dec 10 2023, 3.2 ,75.893%,82.0, 24.3 ,805,manual underwriting,02/18/2024,NULL,Closed/Funded,CONV30
10044600,02/19/2026,2026-03-29,6.6,84.50%, 73.7 ,0.1831,762,D.U.,04/25/2026,NA,Funded,V.A.
10029102,2026-03-25,05/04/26,7.25,0.7692, 82.0 ,29.13,685,LPA,Jun 23 2026,,Funded,Conv 30yr
10048232,2024-07-26,2024-09-05,5.383%,0.5684,0.6447,34.726%,748,DESKTOP UNDERWRITER,10-11-2024,,Closed/Funded,30yr fixed
10047669,Sep 27 2023,2023-10-31,6.247%,56.77,60.243%,42.57,,DU,2023-12-09,None,Fund,CONV30
10002728,03/29/2024,04/18/2024,6.418%,87.064%,92.8,40.09,695, LPA ,05/12/24,,FUNDED,JUMBO30
10006914,09/14/25,10/15/2025, 6.0 ,0.6441, 63.1 ,40.960%,710, LPA ,12-29-2025,,FUNDED,Non-Conforming 30
10017254,2025-04-09,2025-05-15,6.32,57.67,0.5393,N/A,757,Loan Product Advisor,05/27/25,NA,Fund,Conventional 30YR
10048925,09-15-2025,NULL,0.0872,66.04, 87.4 ,0.3063,760,DU,01-13-2026,NA,Closed/Funded,30yr fixed
10045431,Feb 23 2025,2025-02-27,7.36,NULL,N/A,60.05,801,DESKTOP UNDERWRITER,N/A,20250413,cancel,FHA30
10000757,12/06/2025,01/04/2026, 5.6 ,40.23%, 44.4 ,0.4074,680,DU,02-05-2026,N/A,FUNDED,VA30
10031765,May 31 2024,Jun 26 2024,6.01,101.636%,108.445%,28.158%,758, DU ,09/15/2024,N/A,Fund,CONV30
10048085,Jan 11 2024,Feb 05 2024,7.87,75.13%,75.540%,34.33%,679,DESKTOP UNDERWRITER,03-10-2024,NULL,Funded,Conv 30yr
10003183,09/23/24,Oct 05 2024,5.83%,0.7195, 72.6 ,43.78%,708,DU,2024-11-21,NA,funded,Jumbo
10018536,07/11/23,2023-07-27,4.85%,56.694%,59.455%,0.4191,763, DU ,,20230919,cancel,Conventional 30YR
10016094,10/01/25,Oct 19 2025,5.65,71.912%, 69.5 ,,751,Loan Prospector,11/26/2025,,FUNDED,30yr fixed
10002413,Jul 21 2023,Sep 03 2023,6.869%,96.4,109.2,0.2735,657,None,11/21/23,,Funded,Conv 30yr
10020942,20230726,08/15/2023,,73.805%, 73.0 ,33.295%,666,MANUAL UW,11-06-2023,NULL,Funded,V.A.
10010200,04/03/25,04/17/25, 5.9 ,80.38,87.23, 37.6 ,717,LPA,May 13 2025,NULL, Funded ,30 Year Conventional
10019723,01/11/2026,Jan 29 2026,5.61,74.3,87.46,43.03%,711,D.U.,02-08-2026,NULL,Closed/Funded, conventional 30 
10027851,02-16-2026,Mar 18 2026,5.69,69.895%,80.736%,26.05,821,LP,,2026-05-22,CXL,FHA30
10014213,11/23/25,12/20/2025,5.768%,63.54%,73.81,46.52,781,DESKTOP UNDERWRITER,None,02/13/26,CANCELLED,Conv 30yr
10027002,2025-10-16,None,0.0474,63.367%,60.64,55.08%,732, DU ,None,01/26/26,Withdrawn,CONV30
10043759,2025-11-22,Dec 07 2025,0.0537,84.72%,0.8556,24.58,742,lpa,01/06/26,NULL,FUNDED,Conv 30
10003174,03-25-2024,04-07-2024, 7.1 ,93.196%,94.64%, 27.8 ,778,DESKTOP UNDERWRITER,20240428,N/A,FUNDED,30YR FHA
10025101,01-01-2024,02-15-2024,6.09%,65.052%,64.11,34.349%,746,DESKTOP UNDERWRITER,NULL,04/01/2024,Denied,CONV30
10026649,Feb 13 2023,03/15/23,0.0504,0.5658,0.6058,33.481%,713, DU ,2023-06-08,,funded,F.H.A.
10003808,10/11/2023,20231012,0.0675,86.62,89.09,49.49,707,Manual,Nov 07 2023,NA,Funded, conventional 30 
10020792,05-04-2024,2024-05-13,0.063,75.76%,75.708%, 32.1 ,842,lpa,2024-06-24,NA,Funded,30YR FHA
10011042,06-20-2024,2024-06-24,4.71,63.01%,0.6553,18.84,729,DU,2024-09-16,N/A, Funded ,Conv 30yr
10034781,Apr 12 2023,05-26-2023,6.85,0.835, 79.7 ,0.3507,687,du,08-01-2023,NULL,FUNDED,Conv 30
10040681,2025-09-02,2025-10-06,5.93,0.7352, 85.3 ,27.144%,620,DESKTOP UNDERWRITER,,10/28/25,CANCELLED,Conv 30
10015834,11/05/2024,Nov 20 2024,6.125%,0.7745, 79.1 ,36.35%,722,D.U.,20250114,N/A, Funded ,Conv 30
10015013,2025-01-23,02/19/2025,6.02,74.23%,0.6773, 27.5 ,850,Manual,Mar 04 2025,NULL,Closed/Funded,VA30
10025192,03/22/25,20250415,6.42,0.8895,94.20%,42.5,742,D.U.,N/A,05/30/25,CXL,Conventional 30YR
10033912,09/07/23,2023-09-12,6.29%,64.05%, 68.3 ,29.62,789,lpa,20231114,None,Funded,Conventional 30YR
10043266,2023-01-22,20230214,5.90%, 72.6 , 80.1 ,44.02,735,DU,03/05/23,NULL,Closed/Funded,Conv 30yr
10049984,N/A,12/20/2024,5.86,86.49,92.21,0.2763,688,DESKTOP UNDERWRITER,01-10-2025,,Funded,FHA 30YR
10035253,05/14/2024,05-28-2024,0.0678, 64.2 ,69.42%,39.98%,769,Desktop Underwriter,,20240706, WITHDRAWN ,FHA30
10027171,01/30/25,03/07/2025,4.654%, 79.9 ,82.17,33.953%,813,du,Apr 13 2025,NULL,Closed/Funded,Conv 30yr
10024150,04/19/2023,05/20/23,4.85,86.07%,0.9287,N/A,720,DESKTOP UNDERWRITER,05/30/2023,, Funded ,30yr fixed
10040375,08-07-2023,20230909,5.84%,45.4,0.5213,38.36,642, LPA ,,20231011,Denied,Conventional 30YR
10022119,02/21/2026,03-22-2026,6.43%,0.6308, 69.4 ,28.26,684,Loan Prospector,NA,04/07/2026,denied,Conv 30
10016401,06-11-2025,20250710,0.051,92.04%,90.488%, 38.1 ,792,Loan Prospector,2025-09-21,,FUNDED,V.A.
10005023,05/04/24,20240518,6.03%,49.71,43.53,0.4149,748,du,06-28-2024,N/A,FUNDED,Conv 30yr
10027892,09/03/23,2023-09-14,4.78%,96.97%,99.31%,31.98%,782,LPA,11/12/23,N/A,FUNDED,F.H.A.
10008864,11/28/2023,12/17/23,5.45%,0.9026,92.09, 41.5 ,762,D.U.,02-11-2024,,Funded,Conventional 30YR
10000607,08/25/2025,10/02/25, 4.9 ,69.7,67.20%,18.41,818,D.U.,Nov 29 2025,N/A, Funded , conventional 30 
10014871,2026-02-05,20260302, 5.8 ,91.14%,91.372%,0.3464,788,Loan Prospector,2026-05-30,NULL,FUNDED,30yr fixed
10037171,20241010,Nov 11 2024,4.91, 58.9 , 59.0 ,50.95,788,Loan Product Advisor,None,12/24/2024,WD,Conv 30
10020659,03/22/2023,05/01/23,5.43,65.06, 71.5 ,43.62,825,Desktop Underwriter,07/26/23,,Closed/Funded,Conv 30
10032452,2025-05-22,2025-05-30,7.9,79.78,90.35,0.4819,724, DU ,N/A,20250608, WITHDRAWN ,FHA
10011081,08-29-2024,09/09/24,6.112%,65.0,76.052%, 19.9 ,733,manual underwriting,Nov 14 2024,NA, Funded ,Conventional 30YR
10045471,20240522,N/A, 7.2 ,53.74,54.294%,32.5,768,du,20240726,NA,funded,FHA30
10024232,May 19 2025,May 22 2025,6.28,81.770%,0.8257,34.31,726, LPA ,Jul 19 2025,,Closed/Funded,V.A.
10008744,20260405,04/11/2026,7.73, 84.9 ,81.15,28.13%,724,D.U.,06/05/26,NULL,funded,Jumbo 30YR
10038964,Jan 05 2025,01/19/25,7.980%, 66.9 ,0.6631, 37.5 ,735,Loan Product Advisor,NULL,03/19/25,withdrawn,VA
10000857,01/06/23,Feb 04 2023,6.01,0.717,78.45,37.135%,842,DESKTOP UNDERWRITER,04/10/23,N/A, Funded ,F.H.A.
10001927,06/18/26,20260731,6.04,0.7809,79.12,40.79%,800,DESKTOP UNDERWRITER,NA,20260913,DENY,CONV30
10014582,04/18/26,2026-05-05, 9.5 ,75.08,0.8041,45.428%,780,Loan Product Advisor,07/05/2026,NULL,Closed/Funded, conventional 30 
10031945,2025-12-26,01/22/26,6.29,55.55, 62.1 , 34.8 ,732,du,Feb 20 2026,NULL,Closed/Funded,VA 30YR
10026001,04-14-2023,05-20-2023,0.061,64.65,72.0,35.11,710, DU ,,20230529,CXL,Non-Conforming 30
10008786,06/04/2024,2024-06-24,7.09%,0.8678,79.15,15.80%,780,lpa,20240714,NA,FUNDED,30 Year Conventional
10019153,2023-03-15,03/23/2023,0.0335, 94.6 ,None,0.251,695,du,06/17/23,,Funded,Conv 15
10027818,20241110,Nov 25 2024, 8.1 ,76.3,87.74%,23.861%,660,DESKTOP UNDERWRITER,12/27/24,None,FUNDED,Conv 15
10023189,2023-12-14,12-28-2023,6.49%,0.6995,81.48,31.11,775,LPA,02/22/24,,funded,Conv 30yr
10038108,04/04/25,04/19/25,5.26,74.02%,67.11%,37.29,696,Loan Product Advisor,NULL,07-02-2025,Declined,VA 30YR
10009403,20230330,04-14-2023,0.0521,69.24,87.9,49.09,748, DU ,,06/10/23,cancel,Jumbo
10017018,01-26-2024,Feb 08 2024,7.11, 70.4 ,77.075%,0.2783,807, DU ,,N/A, Funded ,Conventional 15YR
10030907,Jun 02 2026,06/18/26,6.97,0.885,84.560%,0.1742,742,D.U.,Jul 28 2026,,funded,30 Year VA
10000045,2024-08-23,2024-09-21, 5.3 ,71.79,72.10%,27.37,656,manual underwriting,20241208,None,Funded,30 Year Conventional
10002813,02-17-2025,2025-03-22,5.23,150%,74.02, 45.4 ,780,Desktop Underwriter,06/04/25,NA,Funded,Conv 30yr
10045176,03-17-2026,04-03-2026,5.71,69.79%,0.726,23.133%,708,DESKTOP UNDERWRITER,NULL,04/22/26,Cancelled,30yr fixed
10043264,20250922,NA,6.24,73.77%,71.07%,39.28,738,DESKTOP UNDERWRITER,11-27-2025,NULL,Funded,Jumbo
10023567,2024-05-26,05/30/24, 6.2 ,0.735,71.7,48.28,748,D.U.,Jul 22 2024,,funded,Conv 30
10040434,May 08 2023,2023-05-29,0.0825,78.571%,85.35,37.42,809,Loan Prospector,Jul 16 2023,None,funded,CONV30
10030372,20250719,20250813,5.48%,79.26,86.84,37.6,628, DU ,,09-29-2025,W/D,30yr jumbo
10011862,Mar 23 2023,Apr 22 2023,4.961%, 90.2 , 87.4 ,31.8,723,lpa,N/A,Jun 17 2023,withdrawn,Non-Conforming 30
10040827,Oct 12 2025,2025-11-16,6.175%,70.21%,76.57,57.02,704,D.U.,NULL,Dec 01 2025,W/D,CONV15
10014629,12-10-2025,01/21/2026,6.91%,68.186%,80.21,42.48,584,D.U.,02-12-2026,None,Closed/Funded,30YR FHA
10020485,01/05/24,01-26-2024,6.99,62.402%,64.14,22.73,605,D.U.,2024-04-09,N/A,Fund,Conventional 30YR
10039285,08-31-2023,09/06/2023,5.78,66.134%,67.03, 25.9 ,782,Desktop Underwriter,20231007,NULL,Funded,Non-Conforming 30
10004605,Nov 04 2023,Dec 05 2023, 5.7 ,55.582%,59.73,0.3577,742, DU ,,20240130,Canceled,Conv 30yr
10005817,2024-08-19,09-29-2024, 6.4 ,69.64,66.81,0.4262,763, LPA ,12/13/2024,, Funded ,Conv 30
10019730,NULL,03/14/26, 5.8 ,0.9261,104.47,11.97,718, DU ,05/11/2026,None,funded,15yr fixed
10042989,01-23-2023,Feb 22 2023,0.0544,61.83%, 62.8 ,0.3935,699,D.U.,,03-12-2023,CANCELLED,FHA
10013171,07/01/2025,07-08-2025,6.55,75.35%,81.684%, 30.0 ,762,du,08-31-2025,,Closed/Funded,15 Year Conventional
10015493,05/20/2026,07/02/2026,6.10%,82.538%,91.27%, 41.5 ,742,DU,08/03/2026,NULL,funded,15yr fixed
10036155,04/05/24,04/26/24,0.0577,N/A,68.551%,45.911%,705,du,20240630,NA,Fund,Jumbo
10039819,04/26/26,05/26/2026,7.99,61.25,56.23,55.426%,730,DESKTOP UNDERWRITER,07-19-2026,NULL,Funded,Conventional 30YR
10006436,20250916,2025-10-01,0.0669,44.960%,47.480%,45.35,718,Desktop Underwriter,2025-10-11,NA,FUNDED,15 Year Conventional
10047106,2025-08-10,09-17-2025,6.07%, 82.3 ,N/A, 47.5 ,792,DU,11/19/25,,Funded,30yr fixed
10047796,Sep 21 2023,10/31/23, 3.9 ,90.78%,96.62,24.95%,690,lpa,2023-12-04,N/A,Fund,FHA 30YR
10019743,05/16/23,20230524,6.45,33.84%, 34.9 ,25.50%,733,du,20230628,,FUNDED,15 Year Conventional
10031642,2023-06-08,Jul 15 2023,6.19,,115.0,53.91%,770,LP,NA,2023-08-04,NULL,Conv 30yr
10031469,11-05-2024,12/09/2024,6.23, 79.1 ,78.33,24.14,727,DESKTOP UNDERWRITER,01/09/25,,funded,30 Year Conventional
10024777,05/06/25,Jun 19 2025, 6.7 ,61.13,62.73,33.85,692,Desktop Underwriter,07-29-2025,NULL,funded,Conventional 30YR
10014406,12-11-2025,01/04/26,7.15, 90.2 ,94.72, 47.7 ,739,LP,,01/19/26,denied,Non-Conforming 30
10044118,2025-02-24,20250327, 6.7 ,68.82,71.24, 33.0 ,760,DU,20250607,N/A,funded,JUMBO30
10038577,Dec 09 2024,01-13-2025, 7.1 ,98.44%,96.85%, 47.1 ,685, DU ,03/14/25,None,FUNDED,Conventional 30YR
10002052,12-30-2023,2024-01-31,0.0772,84.78,97.36,55.343%,768,DESKTOP UNDERWRITER,20240402,NULL,funded,Conv 30yr
10001026,20231109,2023-12-14,0.0686,77.13,0.8513,28.894%,769,LPA,01/27/2024,N/A, Funded ,FHA
10030119,20260605,07/16/26,5.94%,99.26%,106.32,28.480%,723,LP,2026-08-20,NULL,Fund,30 Year Conventional
10019618,Mar 09 2026,2026-04-06, 5.7 ,105.000%,1.1338,39.72,687,LP,06-17-2026,,funded,Conv 30
10009468,01/22/24,02/15/24,6.59%,77.58, 77.0 ,31.41,648,Loan Product Advisor,20240315,NULL,funded,FHA 30YR
10019482,2025-04-29,2025-05-26,7.158%, 97.2 ,93.06,36.172%,806,D.U.,07/21/2025,None,FUNDED,30yr fixed
10031991,20240106,Feb 17 2024,5.30%,0.8105,95.82,29.64,755,Loan Product Advisor,20240227,N/A, Funded ,Conv 30
10039971,07/27/2024,Sep 08 2024,5.95,77.010%,73.79%,37.25,725,D.U.,Sep 27 2024,NULL,Funded,Conv 30
10006882,05/13/23,05/29/23,5.92%,0.7395,71.68%, 26.6 ,765,None,07/01/2023,N/A,funded, conventional 30 
10041826,2026-06-05,2026-06-14, 6.7 ,79.53,80.66,0.1273,759,lpa,2026-07-29,NA,Fund,CONV15
10007885,2025-08-26,09/01/25,7.961%,80.131%,0.6787,47.346%,743,LPA,N/A,10-23-2025,W/D,30yr fixed
10043243,2024-10-13,10/14/24,6.839%,69.38,62.74,30.444%,737,D.U.,12-21-2024,,Closed/Funded,F.H.A.
10000536,08/11/2025,09/19/2025,4.49,0.8285,75.72,62.98%,691,LP,N/A,10/29/25,Withdrawn,Conventional 30YR
10049973,01/25/2023,01-29-2023,4.413%,75.626%, 78.0 ,20.09%,743,LPA,04/08/2023,NULL,Closed/Funded, conventional 30 
10018649,11/08/24,11-20-2024,6.52, 81.5 ,78.95%,0.4693,716, DU ,12/09/2024,,Closed/Funded,Non-Conforming 30
10017617,01-24-2025,03-02-2025,6.26, 68.0 ,55.35%,0.4267,797,Desktop Underwriter,05/12/2025,NULL,FUNDED,CONV30
10010054,Feb 02 2026,Feb 09 2026,0.0851,83.89,79.09,0.3534,823,DESKTOP UNDERWRITER,20260316,N/A,Closed/Funded,Conv 30
10008824,Oct 16 2025,11/17/25,7.47,80.36,0.8169,31.55%,687, LPA ,12/17/2025,, Funded ,30 Year Conventional
10003797,01/07/26,02/01/2026,6.945%,43.53%,52.836%,21.57,743,Loan Prospector,03/15/26,NA,Fund,FHA
10010245,02/13/2025,Mar 19 2025,7.12,83.670%,87.11%,36.275%,764,Loan Prospector,04/22/25,,FUNDED,FHA 30YR
10003927,03/30/24,2024-05-02,0.072, 70.1 ,77.484%,0.4338,735,D.U.,NULL,05-26-2024,withdrawn,Conv 15
10034295,03/08/24,04/21/24,0.0634,81.725%,84.31%,0.3781,769, DU ,05/20/24,,Funded,VA30
10005598,2024-12-23,02/05/2025,0.0611, 66.2 ,65.26, 36.5 ,786,du,03/10/2025,NULL, Funded ,Conventional 30YR
10001574,20251013,10/18/25,0.0506,62.1,49.08,53.59%,765,DESKTOP UNDERWRITER,Dec 20 2025,,Closed/Funded,30 Year Conventional
10012340,2025-01-31,20250215,0.0839,0.8373,93.37%,31.979%,777,D.U.,03-01-2025,,FUNDED,30 Year Conventional
10007344,May 24 2026,20260707,7.019%,85.14,93.16,33.37,758,manual,09/09/2026,,Fund,VA30
10024196,09-05-2023,Sep 29 2023,5.843%,86.921%,92.85%,43.75,690,Loan Product Advisor,10/19/2023,,Funded,VA30
10014143,Aug 04 2023,09/09/23, 5.3 ,104.65,105.79, 47.9 ,635,DU,NULL,10/01/2023,Cancelled,Conv 30yr
10038467,20231216,01/24/2024,0.0706,67.84,74.16,30.44%,773,D.U.,04/16/2024,N/A,Funded,Conv 30
10017900,04/27/2026,05-31-2026, 5.6 ,53.86,0.6226,34.24%,774,DU,07/19/26,N/A,Closed/Funded,JUMBO30
10032852,11/10/25,12/03/25,5.788%, 82.3 ,95.274%,53.09,637,D.U.,,12/16/2025,Canceled,CONV15
10028543,2026-03-30,2026-04-21,6.14%,102.82,114.21%,38.65%,732,LPA,,20260619,Withdrawn,30yr fixed
10014571,20260325,04/25/2026,8.21,90.16,9O%,23.07%,764,du,06/16/2026,,Closed/Funded,30yr jumbo
10049817,2023-07-26,08-04-2023,8.12,81.75,86.29,37.05%,763,DU,10/06/23,NULL,Funded,FHA 30YR
10028168,02/03/24,02/09/2024,7.56,62.88,71.455%,NULL,788,Desktop Underwriter,02/19/2024,, Funded ,15 Year Conventional
10010297,06/25/23,07/02/2023, 4.9 ,68.730%,0.8078, 44.6 ,668,LPA,08/27/23,NULL,FUNDED,Conventional 30YR
10042323,Aug 26 2023,2023-09-07,7.47,73.483%,84.87, 56.9 ,685,DESKTOP UNDERWRITER,,11/01/2023,Withdraw,FHA 30YR
10027177,07/19/2025,2025-08-04, 5.8 , 98.7 ,110.70%,25.85,674,DU,2025-10-02,,funded,Conventional 15YR
10013806,05-24-2025,06/16/2025,7.69%,59.621%,58.06,49.61,714,du,2025-07-26,None,Fund,Conv 30yr
10027636,05/19/2025,20250625,6.30%,55.31, 50.5 ,31.36%,694,DESKTOP UNDERWRITER,NULL,07/10/25,withdrawn,30yr fixed
10046706,05-29-2026,2026-06-08,0.067,71.38,70.58,19.0,668,DU,,2026-08-07,CXL,30 Year Conventional
10022451,20230905,10/04/23,0.0671,0.8493,88.65,41.74%,775, DU ,N/A,11-06-2023,WD,30yr fixed
10009258,20251112,11/16/2025,5.66,None,0.7423,44.371%,664, DU ,2025-12-14,N/A,Closed/Funded,CONV30
10011048,11/21/2025,12-28-2025,3.70%,93.65%,93.93%,0.3477,742,DESKTOP UNDERWRITER,Mar 12 2026,N/A,FUNDED,Conventional 15YR
10036960,01/30/23,03-15-2023,0.0615,71.86,74.12,35.45,622,Loan Prospector,20230424,NA,funded,Jumbo 30YR
10040004,None,Jul 24 2023,5.27%,0.9715,99.92, 13.1 ,816,DU,,2023-09-28,CANCELLED,30YR FHA
10016761,07/24/23,08-03-2023, 7.4 ,67.05,66.32,0.4998,NULL,Desktop Underwriter,2023-09-28,,Closed/Funded,Jumbo 30YR
10008820,05/23/2026,2026-07-02,4.88,82.89,81.95,38.21,649,du,N/A,Aug 08 2026,cancel,VA30
10049493,Dec 15 2025,20260111,4.87,55.50%,66.84,21.28,689,LPA,03-22-2026,N/A,Closed/Funded,30YR FHA
10031883,01-22-2024,2024-02-07,6.39,76.653%,77.9,21.61%,694, DU ,20240229,, Funded ,30yr fixed
10033469,02-07-2025,02/24/25, 7.5 ,67.99,72.749%,0.2122,652,Loan Prospector,04-13-2025,None,Closed/Funded,30 Year VA
10037743,04-03-2025,05/08/2025, 6.0 , 62.0 ,72.83,22.11%,745, DU ,07-25-2025,NA,funded,Conv 30
10042530,05/13/24,06/03/24, 8.1 ,75.73, 89.0 ,N/A,747,lpa,20240701,NULL,Closed/Funded,30 Year Conventional
10017152,03-13-2025,04/06/2025,6.69%,NULL,89.191%,35.97,741,manual,06/16/25,,funded,Conv 30yr
10013949,01/12/2025,01/31/25,4.67,79.12, 77.1 ,29.54%,783,Desktop Underwriter,03-10-2025,,Funded,30 Year Conventional
10005051,Jun 26 2025,2025-08-05,6.04,88.477%,95.99,39.214%,420,DU,,20251005,Declined, conventional 30 
10040327,Sep 15 2023,09/17/23,5.69,0.8251,0.8299,0.3798,762, LPA ,Oct 29 2023,,Funded,FHA30
10037734,2023-09-10,Oct 13 2023,4.24%,99.18%, 96.2 ,43.268%,708,lpa,,10/29/23,Lock Expired,Conventional 30YR
10009217,May 14 2023,05-15-2023,6.96, 48.3 ,0.5536,27.57,707,Desktop Underwriter,20230728,None,Funded,Conventional 30YR
10021461,06-11-2024,07-16-2024, 3.1 ,67.19,67.21%,0.5685,743, DU ,08-20-2024,NULL,Closed/Funded,30yr fixed
10049629,01/23/2023,Jan 29 2023,6.59,None,76.64,43.22,766, DU ,,02-20-2023,CXL,30yr fixed
10012403,05/01/25,05/14/2025, 7.9 ,57.38%,54.3, 43.7 ,689,D.U.,N/A,Jun 03 2025,withdrawn,Conv 30
10044722,2025-11-08,11/23/2025,6.959%,61.67,0.6404,28.59,735,Desktop Underwriter,12/17/25,N/A,FUNDED,30yr fixed
10022660,Jul 18 2023,20230821,6.64,88.26,82.72,34.22,751,Desktop Underwriter,2023-09-16,NULL,FUNDED,Conv 30
10044565,20240123,20240215,6.054%,73.35,78.33,35.79,794,Desktop Underwriter,20240314,NULL,Closed/Funded,FHA 30YR
10031776,Jul 18 2024,08/21/2024, 7.2 ,65.02,0.7475,24.41,545,Loan Product Advisor,2024-10-14,NULL,funded,CONV30
10004955,04-09-2024,04-27-2024, 5.9 ,70.89,87.34, 42.3 ,692,Loan Prospector,May 27 2024,,FUNDED,Conv 30
10043883,06/21/2023,07/25/23,6.52,76.313%,70.95, 32.9 ,732,DESKTOP UNDERWRITER,N/A,08/26/2023,W/D,CONV30
10026749,04/08/23,Apr 09 2023,5.33%,94.86,100.7,38.83%,790, DU ,20230612,NULL,funded,Conv 30
10049525,2024-09-30,Oct 10 2024,0.0607,0.4882,0.509,34.43%,801,Desktop Underwriter,Jan 01 2025,,Fund,CONV30
10046479,2023-11-14,12/25/2023,5.88,71.58,74.61%,38.223%,753,DESKTOP UNDERWRITER,N/A,02-09-2024,Withdraw,Conventional 30YR
10013194,07/15/2024,08/04/24,7.295%, 97.0 , 103.2 ,60.81,756,DU,NA,Sep 19 2024,Cancelled,Conv 30yr
10039870,06-14-2025,Jul 29 2025,4.81, 73.4 ,76.42%,46.473%,673, DU ,2025-09-30,NA,Closed/Funded,30 Year VA
10033320,12/26/2024,02-06-2025,7.63%,62.08%,67.47%,50.53,727,Loan Product Advisor,20250217,NULL,Fund,VA
10027907,08-15-2025,20250828,7.19, 87.3 ,91.61%,46.58,716,LPA,11-10-2025,,FUNDED,CONV30
10021109,Jul 13 2024,08/18/2024,6.18%,66.89,0.6558,NULL,755,DESKTOP UNDERWRITER,09/29/2024,N/A,Closed/Funded,15 Year Conventional
10045109,10/17/2023,2023-11-09,0.0453, 74.4 ,0.9033,42.65%,747,DU,2023-12-10,,FUNDED,30yr fixed
10019508,Mar 22 2026,04/30/26,5.3,89.91,99.053%,37.61,722,DESKTOP UNDERWRITER,05-15-2026,,Fund,Conv 30yr
10036579,07/30/23,Aug 14 2023,6.42%,98.757%,105.47%,36.91,821,DESKTOP UNDERWRITER,08/25/2023,NA, Funded ,Conv 30yr
10028651,2024-01-03,20240116,5.98,0.4616, 44.8 ,,748,Loan Product Advisor,04/04/24,NA, Funded ,Conventional 30YR
10044310,2024-12-24,02-06-2025, 4.4 ,66.95,69.06%,0.4948,708, DU ,03-24-2025,, Funded , conventional 30 
10039014,03/26/2025,20250421,N/A,90.62, 92.3 ,45.04,744,D.U.,06/03/2025,N/A,Closed/Funded,30yr fixed
10001740,10/14/2023,20231025,0.0589,83.21,86.79,38.782%,677, DU ,11-22-2023,NULL,funded,Non-Conforming 30
10049779,20240927,Oct 11 2024,5.16,0.7504,86.25,0.609,795,du,2024-12-16,,Fund,30yr fixed
10030508,01-29-2026,02-19-2026,4.99,74.41,N/A,43.81%,709,LPA,,03/26/26,Credit Denied,VA 30YR
10043488,09/21/2025,10-18-2025,0.0691,80.507%, 72.4 ,0.2552,674,Loan Prospector,01/08/2026,NA,Closed/Funded,FHA 30YR
10008204,20251225,02/07/26,7.0,0.6965,82.48,0.3477,697,D.U.,02-19-2026,NA, Funded ,N/A
10022089,Jul 21 2023,20230819,6.41,84.94,82.14,0.2721,634,manual underwriting,,08/27/23,CANCELLED,FHA 30YR
10010257,,05/20/2026,5.84,0.8126,0.9067,43.32%,727,manual,08/08/26,None,funded,Conv 30yr
10022458,12/23/2023,01/13/2024,6.163%, 65.3 ,64.145%,41.16%,675,lpa,2024-04-10,NA,funded,15yr fixed
10016612,Nov 08 2025,12-14-2025,4.75,61.72%,0.6583,29.18%,755,lpa,03/08/26,NULL,FUNDED,NULL
